term_id	cluster	term_name	intersection
223	GO:0042981	1	regulation of apoptotic process	ACTN1,ADA,ADAR,AIF1,AKR1C3,AKT1S1,ANP32B,ANXA1,ANXA5,ARL6IP1,ARL6IP5,ARRB2,ATF3,B4GALT1,BAD,BAG1,BAK1,BCL2L13,BCL2L14,BID,BIN1,BIRC2,BIRC3,BNIP3L,BTG1,BTG2,C1QBP,C3orf38,CALR,CAPN2,CARD16,CASP1,CASP10,CASP3,CASP4,CASP8,CAST,CAT,CCL2,CCL3,CCL5,CCR7,CD27,CD38,CD3E,CD40,CD44,CD74,CDC73,CDKN1B,CDKN2D,CEBPB,CFL1,CFLAR,CIB1,CITED2,CORO1A,CREB3,CTNNBL1,CTSB,CTSC,CTSD,CTSH,CXCL10,CXCR3,CYLD,DAD1,DDAH2,DDX3X,DEDD2,DFFA,DNAJA1,DNAJB6,DOCK8,EGLN2,EIF2AK2,EIF5A,ENO1,ERP29,EVI2B,FAS,FLNA,GADD45B,GBE1,GCLM,GFER,GIMAP8,GNAI3,GPX1,GRINA,GRN,GSTP1,HAX1,HCLS1,HDAC1,HDGF,HERPUD1,HIF1A,HIPK2,HMGB1,HMGB2,HNRNPK,HRAS,HSP90AA1,HSP90AB1,HSPA1A,HSPA1B,HSPA5,HSPB1,HSPD1,ID3,IDO1,IER3,IFI6,IFIT2,IFIT3,IL1B,IL7R,IRF7,ITGA4,ITGB1,ITM2C,IVNS1ABP,JAK2,JUN,LAMP3,LCK,LGALS1,LGALS3,LGALS9,LGMN,LYN,MAEA,MCL1,MDK,MNDA,MTCH1,MYC,NAA16,NACA,NCK1,NCKAP1L,NDUFA13,NFE2L2,NME1,NPM1,NUP62,PA2G4,PARK7,PDCD10,PDCD5,PDIA3,PHB,PHB2,PHLDA1,PIM1,PIM2,PIM3,PINK1,PLAC8,PLAUR,PLK3,PMAIP1,PML,POR,PPIF,PPP1CA,PRDX2,PRDX3,PRDX5,PRMT2,PSMG2,PTMA,PTPRC,RAD9A,RASSF5,RB1,RB1CC1,RBCK1,RELA,RGCC,RIPK1,RIPK2,RPL10,RPL26,RPS3,RPS3A,RPS6,RPS6KA1,RPS7,RSL1D1,RTN4,S100A8,S100A9,SAP18,SDF2L1,SERPINB9,SET,SGK1,SLC25A5,SNX6,SOCS3,SOD1,SOD2,SP100,SQSTM1,SRSF6,ST3GAL1,STAT1,STK17A,STK17B,TAF9,TAX1BP1,TGFB1,THOC6,TIMP1,TMBIM1,TMBIM6,TNFAIP3,TNFAIP8,TNFAIP8L1,TNFRSF1A,TNFRSF1B,TNFSF10,TOMM22,TPT1,TRADD,TRAF3,TSC22D3,TSPO,TXNIP,TYROBP,UBB,UBE2B,UBE2Z,UCP2,VAV1,VDAC1,VDAC2,XBP1,YBX3,YME1L1,ZBP1,ZFAND6,ZFP36,ZFP36L1
224	GO:0043903	1	regulation of biological process involved in symbiotic interaction	BSG,CD4,CD74,HLA-DRB1,IFITM1,IFITM2,IFITM3,IL8,LGALS1,LGALS9,LY6E,SNX3,TRIM14,TRIM21,TRIM22,TRIM25,TRIM26,TRIM38,TRIM5,TRIM8
225	GO:0065008	1	regulation of biological quality	ABL2,ACADVL,ACTA2,ACTB,ACTG1,ADA,ADAR,AKR1C3,AKT1S1,ALDOA,ALKBH5,ANXA1,ANXA5,AQP3,ARF1,ARL6IP5,ARPC1B,ARPC2,ARPC3,ARPC5,ARRB2,ATOX1,ATP13A1,ATP1A1,ATP1B3,ATP2B1,ATP6V0A2,ATP6V0D1,ATP6V0E1,ATP6V1G1,ATP6V1H,B2M,BAD,BAG1,BAK1,BID,BIN1,BLOC1S2,BMPR2,BNIP3L,BPGM,BRK1,BSG,BTG2,C1GALT1C1,C3AR1,CA2,CALR,CAPG,CAPZA1,CAPZA2,CAPZB,CARHSP1,CASP3,CCL2,CCL3,CCL5,CCL7,CCL8,CCNH,CCR7,CCRL2,CCT5,CD38,CD40,CD52,CD55,CD74,CD9,CDC42EP3,CDC73,CEBPB,CHRNB1,CIRBP,CITED2,CLIC1,CLN8,CMTM6,CNP,COMT,CORO1A,COTL1,CREBL2,CRK,CSDE1,CTNNBIP1,CTSA,CTSB,CTSL,CXCL10,CXCL11,CXCR3,CXCR4,CYB5R4,CYBA,DCP1A,DDX3X,DECR1,DEDD2,DEF8,DERL1,DHRS7,DHX9,DSTN,DTNBP1,DYNLT1,EGLN2,EHD1,EIF4G2,ERAP2,ERP44,EVL,EXOSC9,EZR,FABP5,FAM49B,FAS,FBXO7,FCER1G,FERMT3,FLI1,FLNA,FLOT1,FMR1,FTH1,FTL,FYN,GAPDH,GCH1,GCHFR,GCLM,GCNT2,GLRX,GLUL,GOLGA4,GPR137B,GPR183,GPX1,GRB2,GRINA,GRN,GSTO1,GZMB,HAX1,HBB,HCLS1,HEBP2,HIF1A,HLA-DRB1,HMGB1,HMGB2,HNRNPA0,HNRNPM,HP1BP3,HPS5,HPS6,HPSE,HRAS,HSD17B10,HSP90AA1,HSP90AB1,HSPA1A,HSPA8,HSPB1,HSPD1,ID2,IFI6,IFIT1,IKBKE,IKZF1,IL10RA,IL15,IL1B,IL1RN,IL7R,ILK,INSIG1,ISCU,ISG15,ITGB1,ITGB2,JAK2,KCNAB2,KCNN4,KDM6B,LAMP1,LAMP2,LAMTOR1,LAMTOR4,LAPTM5,LCK,LGALS9,LGMN,LIPA,LNPEP,LPAR6,LSR,LYZ,MAEA,MAP3K13,MAPK1,MCL1,MCOLN1,MICU1,MIDN,MLLT6,MORC3,MOV10,MSN,MT1F,MT1X,MT2A,MYD88,MYL12A,MYL12B,NAA16,NAPA,NCK1,NCKAP1L,NCLN,NDFIP1,NELL2,NFE2L2,NMB,NPC2,NPM1,NUMB,OAS1,OAS2,P2RX4,PABPC1,PABPC4,PAFAH1B1,PAIP1,PANK2,PARK7,PASK,PATL1,PCSK1N,PDCD10,PDE4B,PFN1,PHB,PHB2,PIM3,PINK1,PLAC8,PLAUR,PLEK,PLEKHO1,PLSCR1,PMAIP1,PML,PNPLA2,PNPT1,POLR2G,POR,PPIF,PPP1CA,PPP1R15A,PPP2R3C,PRDX2,PRDX3,PRDX4,PRDX5,PRMT1,PSMA3,PSMA4,PSMA5,PSMA6,PSMB10,PSMB3,PSMB6,PSMB8,PSMB9,PSMC5,PTGER4,PTPRC,RAB11A,RAB11FIP1,RAB1A,RAB3GAP1,RAB5A,RAB7A,RAB8A,RAB8B,RAD23A,RALY,RAP1B,RB1,RB1CC1,RBPJ,RCOR1,RDH14,RDX,RGS14,RGS2,RHEB,RHOC,RHOF,RHOG,RICTOR,RIN3,RPL23,RPL5,RPS5,RPS6,RPS7,RTN4,S100A8,S100A9,S1PR4,SCO2,SCPEP1,SERF2,SERP1,SGK1,SH3GLB1,SH3KBP1,SIPA1L1,SIT1,SIVA1,SLC11A2,SLC25A28,SLC25A33,SLC25A5,SLC31A1,SLC31A2,SMAP1,SMDT1,SNAP23,SNAP29,SNF8,SNX10,SOD1,SOD2,SPG20,SQSTM1,SRGN,SRI,SSH2,STAT1,STAT3,STAT5A,STMN1,STRAP,STX11,STX12,STX3,STXBP3,TAPBP,TGFB1,TIPARP,TMBIM6,TMEM123,TMEM14C,TMEM30A,TMOD3,TMSB10,TNFAIP3,TNFSF13B,TOMM7,TPT1,TRIM21,TRIM44,TRPV2,TSC22D3,TSPO,TTC39B,TUBA1A,TUBB,TWF2,TXN,TYROBP,UBB,UBE2B,UBE3A,UCP2,VAMP2,VAMP8,VASP,VAV1,VDAC2,VIM,VKORC1,WAS,YBX1,YBX3,YWHAB,YWHAQ,ZFP36,ZFP36L1,ZFP36L2,ZNF207,ZNF675
226	GO:0050790	1	regulation of catalytic activity	ABI1,ABL2,ACTB,ADAR,AIDA,AIM2,AKAP13,AKIRIN2,AKT1S1,ALOX5AP,ANP32B,ANXA1,ANXA2,ANXA5,APH1B,APLP2,ARAP2,ARHGAP25,ARHGAP27,ARHGDIB,ARHGEF3,ARL6IP1,ARL6IP5,ARPP19,ARRB2,ATP6V1H,AUP1,AZIN1,BAD,BAK1,BCL2L13,BID,BIN1,BIRC2,BIRC3,BMPR2,BST2,C9orf72,CARD16,CASP1,CASP10,CASP3,CASP8,CAST,CCL2,CCL3,CCL4,CCL5,CCL7,CCL8,CCNH,CCNL1,CCR7,CD4,CD40,CD44,CD74,CDC25B,CFLAR,CHORDC1,CIB1,CNPPD1,COX17,COX6A1,CRK,CST3,CSTB,CTSB,CTSD,CXCL10,CYBA,CYTH1,DCP1A,DDAH2,DDX3X,DENND1B,DENND2D,DFFA,DHX9,DNAJA1,DNAJB6,DOCK8,DTNBP1,DTX3L,DUSP1,EEF1A1,EEF1B2,EEF1D,EIF2AK2,ERP29,FAS,FBXO7,GADD45B,GAPDH,GCH1,GCLM,GMFB,GMFG,GMIP,GNAI3,GPR137B,GPX1,GRN,HDAC1,HERC5,HIF1A,HLA-DRB1,HM13,HMGB1,HNRNPA2B1,HRAS,HSP90AA1,HSP90AB1,HSPA1A,HSPB1,HSPD1,HSPE1,IFI16,IFI6,IFIT1,IL1B,IPO7,IQGAP2,ISCU,ITGB1,ITGB2,JAK2,JTB,LAMP3,LAMTOR1,LAMTOR4,LAPTM5,LCP2,LGALS3,LGALS9,LGMN,LIMS1,LMO4,MAP3K13,MAPK1,MASTL,MAT2B,MID1IP1,MIDN,MOB1A,MOB3C,MTCH1,MVP,MYCBP2,NBN,NCK1,NCKAP1L,NDUFA13,NDUFA4,NLRC5,NPM1,NRBF2,NUCB1,NUP62,OAS1,OAS2,OAS3,OASL,OAZ1,OAZ2,PAFAH1B1,PARK7,PARP4,PARP9,PDCD10,PDCD6,PHACTR2,PHACTR4,PHB,PHB2,PINK1,PKIG,PLAUR,PLEK,PLSCR1,PMAIP1,PML,POR,PPP1R14B,PPP1R15A,PPP2R2A,PPP2R3C,PPP2R5C,PRDX3,PRDX5,PRKD2,PSENEN,PSMA3,PSMB8,PSMB9,PSMD14,PSME1,PSME2,PSMF1,PTPRC,RAB3GAP1,RABGAP1L,RABIF,RACGAP1,RALB,RANBP1,RASAL3,RASGEF1B,RASGRP3,RB1,RCBTB2,RDX,RGCC,RGS2,RHOC,RHOG,RICTOR,RIN3,RIPK2,RNH1,RPL23,RPL5,RPLP1,RPS15,RPS2,RPS27L,RPS3,RPS6KA1,RPS7,S100A10,S100A8,S100A9,SCARB2,SERPINB1,SERPINB9,SET,SGK1,SH3BP5,SIPA1L1,SLC11A2,SMAP1,SMAP2,SNX6,SOCS1,SOCS3,SOD1,SOD2,SORL1,STAT3,TAB2,TAGAP,TANK,TAX1BP3,TBC1D1,TBC1D17,TBC1D7,TGFB1,TGFBR2,TIMP1,TIPRL,TMBIM1,TMBIM6,TNFAIP3,TNFAIP8,TNFSF10,TNK2,TRIB2,TXN,TXNIP,UBE2I,UBE2Z,UVRAG,VAV1,WARS,WAS,WASL,WDR41,XRCC6,YWHAB,ZFP36,ZNF675
227	GO:0050865	1	regulation of cell activation	ACTA2,ADA,AIF1,ANXA1,B2M,BAD,CASP3,CCL2,CCL3,CCL5,CCR7,CD38,CD4,CD40,CD47,CD55,CD74,CD83,CD86,CD9,CEBPB,CLPTM1,CORO1A,CRTAM,CTSC,DOCK8,EBI3,FAM49B,FBXO7,FCER1G,FGL2,GPR137B,GPR183,GRN,HLA-A,HLA-DMA,HLA-DPA1,HLA-DPB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-F,HMGB1,HSPD1,ID2,IDO1,IL15,IL15RA,IL1B,IL4I1,IL7R,IRF1,ITGB2,JAK2,KAT5,LAG3,LAMP1,LAPTM5,LGALS1,LGALS3,LGALS9,LMO4,LYN,MDK,MNDA,MYD88,NCK1,NCKAP1L,NDFIP1,PELI1,PLEK,PLSCR1,PNP,PPP2R3C,PTPRC,RASAL3,RIF1,RIPK2,RPS3,RPS6KA1,SAMSN1,SH3KBP1,SOCS1,SOD1,SPN,STAP1,TGFB1,TGFBR2,THEMIS2,THOC1,TICAM1,TNFAIP3,TNFRSF14,TNFSF13B,TNFSF8,TYK2,TYROBP,VAMP8,VAV1,XBP1,XRCC6,ZFP36L1
228	GO:0030155	1	regulation of cell adhesion	ABL2,ACTG1,ADA,AIF1,ANXA1,ARHGDIB,ARPC2,B2M,BAD,C1QBP,CALR,CASP3,CCL2,CCL5,CCR7,CD164,CD27,CD3E,CD4,CD44,CD47,CD55,CD74,CD9,CEBPB,CIB1,CITED2,CORO1A,CRK,CRTAM,CXCR3,CXCR4,CYTH1,CYTIP,DOCK8,DUSP1,FAM49B,FERMT3,FGL2,FLNA,FLOT1,FXYD5,FYN,GBP1,GCNT2,HLA-A,HLA-DMA,HLA-DPA1,HLA-DPB1,HLA-DRA,HLA-DRB1,HLA-E,HMGB1,HSPD1,IDO1,IL15,IL1B,IL1RN,IL23A,IL7R,IL8,ILK,IRF1,ITGA4,ITGB2,JAK1,JAK2,KAT5,LAG3,LAPTM5,LCK,LGALS1,LGALS3,LGALS9,LIMS1,MDK,MIA3,NCK1,NCKAP1L,NDFIP1,PELI1,PLAUR,PML,PNP,PRDX2,PRKD2,PRKX,PTPRA,PTPRC,RASAL3,RDX,RELA,RGCC,RIPK2,RPS3,S100A10,SOCS1,SPN,STX3,TGFB1,TGFBR2,TNFRSF14,TNFSF13B,TYK2,UTRN,VAV1
229	GO:0022407	1	regulation of cell-cell adhesion	ADA,AIF1,ANXA1,B2M,BAD,CASP3,CCL2,CCL5,CCR7,CD4,CD44,CD47,CD55,CD74,CD83,CD86,CD9,CEBPB,CITED2,CORO1A,CRTAM,DOCK8,EBI3,FAM49B,FERMT3,FGL2,FLOT1,GCNT2,HLA-A,HLA-DMA,HLA-DPA1,HLA-DPB1,HLA-DRA,HLA-DRB1,HLA-E,HMGB1,HSPD1,IDO1,IL15,IL1B,IL1RN,IL7R,IRF1,ITGA4,ITGB2,JAK1,JAK2,KAT5,LAG3,LAPTM5,LGALS1,LGALS3,LGALS9,LYN,MAD1L1,MDK,MIA3,NCK1,NCKAP1L,NDFIP1,PELI1,PLAUR,PNP,PTPRC,RASAL3,RDX,RELA,RGCC,RIPK2,RPS3,SOCS1,SPN,TGFB1,TGFBR2,TNFRSF14,TNFSF13B,TYK2,VAV1,XBP1
230	GO:0010646	1	regulation of cell communication	ABL2,ACTA2,ADA,ADAR,AIDA,AKAP13,AKAP7,AKR1C3,AKT1S1,ANXA1,APOL3,APPL1,ARF1,ARHGAP15,ARHGAP25,ARHGAP27,ARHGDIB,ARHGEF1,ARHGEF3,ARL6IP5,ARRB2,ASH1L,ATF3,ATP6AP2,BAD,BAK1,BCL2L14,BID,BIRC2,BIRC3,BMPR2,BST2,C1QBP,C9orf72,C9orf89,CA2,CACNA1A,CALR,CAMTA1,CARD16,CASP1,CASP10,CASP4,CASP8,CAT,CCL2,CCL3,CCL4,CCL5,CCL7,CCL8,CCND3,CCR7,CD14,CD27,CD2AP,CD38,CD3E,CD4,CD40,CD44,CD47,CD55,CD63,CD74,CD86,CDC73,CDKN2D,CFLAR,CIB1,CITED2,CREB3,CREBRF,CRK,CRLF3,CTNNBIP1,CTSC,CTSH,CXCR4,CYBA,CYLD,CYTH1,DDIT4,DDX1,DDX21,DDX3X,DDX5,DDX60,DEDD2,DHX58,DLGAP4,DNAJA1,DOCK8,DTNBP1,DUSP1,DUSP4,DUSP5,DYNLT1,EEF1D,EIF2AK2,EIF3A,EIF5A,ELF1,ENO1,ERP29,EZR,FABP5,FAM49B,FAS,FBXL15,FGD2,FKBP1A,FLNA,FLOT1,FMR1,FYN,GADD45B,GAPDH,GBP1,GBP7,GCLM,GCNT2,GLIPR2,GLUL,GMIP,GNAI3,GPR108,GPR137B,GPR183,GPX1,GRB2,GRINA,GRK6,GSTP1,HAX1,HCLS1,HCST,HDAC1,HDAC7,HERC4,HERPUD1,HIF1A,HINT1,HIPK2,HIST1H2BJ,HLA-DRB1,HMGB1,HMGB2,HNRNPK,HPSE,HRAS,HSP90AA1,HSP90AB1,HSPA1A,HSPA1B,HSPA5,HSPB1,IFI35,IFI6,IFIT5,IGFBP4,IKBKE,IL10RA,IL1B,IL1RN,IL23A,IL7R,IL8,ILK,INSIG1,IRF1,IRF7,ISG15,ITGB1,ITM2C,IVNS1ABP,JAGN1,JAK2,JUN,KCNN4,KLF2,LAMTOR1,LAMTOR4,LAPTM5,LCK,LEPROTL1,LGALS1,LGALS3,LGALS9,LGMN,LIMS1,LITAF,LPAR6,LY6E,LYN,MAD1L1,MAD2L1BP,MAP2K3,MAP3K13,MAPK1,MCL1,MDK,MIDN,MIER1,MTCH1,MVP,MYC,MYD88,NCF1,NCK1,NCKAP1L,NCLN,NDFIP1,NDUFA13,NFE2L2,NFKBIA,NINJ1,NLRC5,NMB,NMI,NUP62,OAS1,OAS3,OASL,OPTN,P2RX4,PAFAH1B1,PARK7,PARP14,PARP9,PASK,PBXIP1,PDCD10,PDCD6,PDE4B,PDIA3,PELI1,PFDN5,PHACTR4,PHB,PHB2,PHPT1,PIK3IP1,PIM2,PIM3,PINK1,PLAUR,PLEK,PLK3,PLSCR1,PMAIP1,PMEPA1,PML,POR,PPIF,PPP1CA,PPP1R15A,PRDX2,PRKD2,PRMT1,PRMT2,PRR5,PSMA3,PSMA4,PSMA5,PSMA6,PSMB10,PSMB3,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC5,PTPRA,PTPRC,PTPRE,PXK,RAB11FIP1,RAB34,RAB3GAP1,RAB5A,RAB7A,RAB7L1,RAB8A,RAB8B,RACGAP1,RAD9A,RAP1B,RASAL3,RB1,RB1CC1,RBCK1,RBPJ,RBX1,RDX,RELA,RGS1,RGS10,RGS14,RGS2,RHBDF2,RHEB,RHOC,RHOF,RICTOR,RIPK1,RIPK2,RNASEH2B,RNF115,RNF13,RNF19A,RNF213,RPF2,RPL22,RPL23,RPL26,RPL5,RPS12,RPS15,RPS3,RPS7,RRAGC,RSAD2,RTN4,S100A4,S100A8,S100A9,SAMHD1,SCIMP,SDCBP,SERP1,SESN3,SGK1,SHISA5,SIPA1L1,SKI,SLC25A5,SLC44A2,SLC6A6,SNX3,SNX6,SOCS1,SOCS3,SOD1,SOD2,SORL1,SP100,SPG20,SPPL2A,SQSTM1,SRGN,SRI,STAP1,STAT1,STAT2,STAT3,STMN1,STRAP,STX3,SYNJ2BP,TAB2,TAF9,TAGAP,TANK,TAX1BP3,TBC1D10C,TBC1D7,TBK1,TESPA1,TFG,TGFBR2,THOC1,THOC5,TICAM1,TIMP1,TLE4,TLR7,TMBIM1,TMBIM6,TMED4,TMEM106A,TMEM9B,TMSB4X,TNFAIP3,TNFAIP8L1,TNFRSF1A,TNFSF10,TNKS2,TPT1,TRADD,TRAF3,TRAT1,TRIM14,TRIM21,TRIM22,TRIM25,TRIM38,TRIM44,TRIM5,TRIM56,TRIM8,TRIP6,TSPO,TXN,TYK2,TYMP,TYROBP,UBB,UBE2B,UBE2D1,UBE2D3,UBE2I,UBE3A,UBQLN2,UCP2,USP10,USP15,USP18,VAMP2,VAMP8,VAV1,VDAC2,WDFY1,WDR54,XBP1,YBX3,YWHAB,YWHAH,ZBP1,ZC3HAV1,ZFAND6,ZNF675
231	GO:0010941	1	regulation of cell death	ACTN1,ADA,ADAR,AIF1,AKR1C3,AKT1S1,ANP32B,ANXA1,ANXA5,ARL6IP1,ARL6IP5,ARRB2,ASAH1,ATF3,B4GALT1,BAD,BAG1,BAK1,BCL2L13,BCL2L14,BID,BIN1,BIRC2,BIRC3,BNIP3L,BTG1,BTG2,C1QBP,C3orf38,CALR,CAPN2,CARD16,CASP1,CASP10,CASP3,CASP4,CASP8,CAST,CAT,CCL2,CCL3,CCL5,CCR7,CD27,CD38,CD3E,CD40,CD44,CD74,CDC73,CDKN1B,CDKN2D,CEBPB,CFL1,CFLAR,CHMP3,CHMP5,CIB1,CITED2,CORO1A,CREB3,CTNNBL1,CTSB,CTSC,CTSD,CTSH,CXCL10,CXCR3,CXCR4,CYLD,DAD1,DDAH2,DDIT4,DDX3X,DEDD2,DFFA,DNAJA1,DNAJB6,DOCK8,DTNBP1,EEF1D,EGLN2,EIF2AK2,EIF5A,ENO1,ERP29,EVI2B,FAS,FBXO7,FLNA,FOS,FYN,GADD45B,GBE1,GCLM,GFER,GIMAP8,GNAI3,GPX1,GPX4,GRINA,GRN,GSTP1,HAX1,HBB,HCLS1,HDAC1,HDGF,HEBP2,HERPUD1,HIF1A,HIPK2,HLA-F,HMGB1,HMGB2,HNRNPK,HRAS,HSP90AA1,HSP90AB1,HSPA1A,HSPA1B,HSPA5,HSPB1,HSPD1,ID3,IDO1,IER3,IFI6,IFIT2,IFIT3,IL1B,IL7R,IRF7,ITGA4,ITGB1,ITGB2,ITM2C,IVNS1ABP,JAK2,JUN,LAMP3,LAPTM5,LCK,LGALS1,LGALS3,LGALS9,LGMN,LYN,MAEA,MCL1,MDK,MNDA,MTCH1,MYC,NAA16,NACA,NCK1,NCKAP1L,NCOA7,NDUFA13,NFE2L2,NME1,NPM1,NUP62,PA2G4,PARK7,PDCD10,PDCD5,PDIA3,PELI1,PHB,PHB2,PHLDA1,PIM1,PIM2,PIM3,PINK1,PLAC8,PLAUR,PLK3,PMAIP1,PML,POR,PPIF,PPP1CA,PRDX2,PRDX3,PRDX5,PRF1,PRMT2,PSMC5,PSMG2,PTMA,PTPRC,RAB7L1,RAD9A,RASSF5,RB1,RB1CC1,RBCK1,RELA,RGCC,RIPK1,RIPK2,RPL10,RPL26,RPS3,RPS3A,RPS6,RPS6KA1,RPS7,RSL1D1,RTN4,S100A8,S100A9,SAP18,SDF2L1,SERPINB9,SET,SGK1,SLC25A24,SLC25A5,SLC6A6,SNX6,SOCS3,SOD1,SOD2,SORL1,SP100,SQSTM1,SRSF6,ST3GAL1,STAT1,STK17A,STK17B,TAF9,TAX1BP1,TBK1,TGFB1,THOC6,TIMP1,TMBIM1,TMBIM6,TMEM109,TNFAIP3,TNFAIP8,TNFAIP8L1,TNFRSF1A,TNFRSF1B,TNFSF10,TOMM22,TPT1,TRADD,TRAF3,TSC22D3,TSPO,TXN,TXNIP,TYROBP,UBB,UBE2B,UBE2Z,UCP2,VAV1,VDAC1,VDAC2,XBP1,YBX3,YME1L1,ZBP1,ZFAND6,ZFP36,ZFP36L1
232	GO:0031341	1	regulation of cell killing	ARRB2,B2M,CD55,CRK,CRTAM,FAM49B,HLA-A,HLA-B,HLA-DRA,HLA-DRB1,HLA-E,HLA-F,HSP90AB1,IL7R,LAG3,LAMP1,LGALS9,MR1,NCKAP1L,PRF1,PTPRC,SERPINB9,STX7,TYROBP,VAV1
233	GO:0030334	1	regulation of cell migration	ABHD2,ACTA2,ACTG1,ADA,AIF1,ANXA1,APPL1,ARHGDIB,BEX4,BMPR2,BSG,BST2,C1QBP,C3AR1,CALR,CCL2,CCL3,CCL4,CCL5,CCL7,CCL8,CCR7,CD40,CD47,CD74,CD9,CIB1,CITED2,CNN2,CORO1A,CORO1B,CREB3,CRK,CXCL10,CXCR4,DDX58,DOCK8,DUSP1,EVL,FAM49B,FERMT3,FLNA,GCNT2,GLIPR2,GLUL,GPR183,GRN,HDAC7,HIF1A,HMGB1,HRAS,HSPA5,HSPB1,IFITM1,IL1B,IL8,ITGA4,ITGB1,JAK2,LGALS3,LGALS9,LGMN,LMO4,LYN,MAPK1,MDK,MIA3,MIIP,MSN,MYD88,NCK1,NCKAP1L,NEXN,NFE2L2,NISCH,NUMB,P2RX4,PDCD10,PDCD6,PFN1,PRKD2,PRKX,PTGER4,PTP4A1,PTPRC,RAB11A,RDX,RGCC,RHOC,RHOG,RIN3,RTN4,S100A11,SDCBP,SGK1,SOD2,SORL1,SP100,SPN,SSH2,STAT3,STAT5A,STK24,SUN2,SYNJ2BP,TGFB1,TGFBR2,TIMP1,TMSB10,TMSB4X,TNFRSF14,TRADD,TRIP6,WASL
234	GO:2000145	1	regulation of cell motility	ABHD2,ABL2,ACTA2,ACTG1,ADA,AIF1,ANXA1,APPL1,ARHGDIB,BEX4,BMPR2,BSG,BST2,C1QBP,C3AR1,CALR,CCL2,CCL3,CCL4,CCL5,CCL7,CCL8,CCR7,CD40,CD47,CD74,CD9,CIB1,CITED2,CNN2,CORO1A,CORO1B,CREB3,CRK,CXCL10,CXCR4,DDX58,DOCK8,DUSP1,EVL,FAM49B,FERMT3,FLNA,GCNT2,GLIPR2,GLUL,GPR183,GRN,HDAC7,HIF1A,HMGB1,HRAS,HSPA5,HSPB1,IFITM1,IL1B,IL8,ITGA4,ITGB1,JAK2,LGALS3,LGALS9,LGMN,LMO4,MALAT1,MAPK1,MDK,MIA3,MIIP,MSN,MYD88,NCK1,NCKAP1L,NEXN,NFE2L2,NISCH,NUMB,P2RX4,PDCD10,PDCD6,PFN1,PKN2,PRKD2,PRKX,PTGER4,PTP4A1,PTPRC,RAB11A,RDX,RGCC,RHOC,RHOG,RIN3,RTN4,S100A11,SDCBP,SGK1,SOD2,SORL1,SP100,SPN,SSH2,STAT3,STAT5A,STK24,SUN2,SYNJ2BP,TGFB1,TGFBR2,TIMP1,TMSB10,TMSB4X,TNFRSF14,TRADD,TRIP6,WAS,WASL
235	GO:0042127	1	regulation of cell population proliferation	ABI1,ADA,AIF1,AKIRIN2,AKR1C3,ANXA1,ATF3,B2M,B4GALT1,BAD,BAK1,BEX4,BID,BIRC2,BLOC1S2,BMPR2,BRCA2,BRK1,BST2,BTG1,BTG2,BTG3,CALR,CASP3,CCL2,CCL5,CCL8,CD164,CD38,CD40,CD47,CD55,CD74,CD86,CD9,CDC25B,CDC73,CEBPB,CFLAR,CHTOP,CIB1,CITED2,CNN2,CORO1A,COX17,CREB3,CRTAM,CTNNBIP1,CXCL10,CXCL11,CYBA,DHX9,DUSP1,EBI3,EIF2AK2,FTH1,GCNT2,GLUL,GNAI3,GPR183,GPX1,GRN,HAPLN3,HCLS1,HDAC1,HIF1A,HIPK2,HIST1H2AC,HLA-A,HLA-DPA1,HLA-DPB1,HLA-DRB1,HLA-E,HMGB1,HP1BP3,HPSE,HRAS,HSPA1A,ID2,IDO1,IFI35,IFIT3,IFITM1,IL15,IL1B,IL4I1,IL7R,IL8,ILK,IRF1,ITGA4,ITGB1,JAK2,JARID2,JUN,LGALS3,LGALS9,LGMN,LYN,MAD1L1,MAPK1,MARCKSL1,MDK,MED25,MNDA,MORC3,MYD88,NACA,NAMPT,NCK1,NCKAP1L,NDFIP1,NFKBIA,NMB,NMI,NPM1,NRAS,NUP62,PARP10,PDCD10,PDCD6,PELI1,PHB,PHB2,PIM1,PLAC8,PML,PNP,POR,PPP2R5C,PRDX3,PRDX4,PRKD2,PRMT1,PTPRC,RASAL3,RASSF5,RB1,RB1CC1,RBPJ,RELA,RGCC,RHOG,RIPK2,RPL23,RPS15A,RPS3,RPS4X,RPS6,RTN4,S100A11,S100A6,SDCBP,SF1,SGK1,SKAP2,SKI,SLC25A33,SLC25A5,SMARCA2,SOD2,SPN,SRSF6,STAT1,STAT2,STAT3,STAT5A,STX3,SYF2,SYNJ2BP,TAX1BP3,TGFB1,TGFBR2,TGM1,TICAM1,TIMP1,TINF2,TNFAIP3,TNFRSF14,TNFRSF1B,TNFSF13B,TNFSF8,TPD52L2,TSPO,TXNIP,TYK2,TYROBP,UBE2A,WARS,XBP1,XRCC5,XRCC6,ZFP36,ZFP36L1
